Employee_ID,EmployeeName,Gender,FixedEmployeeName,Position,EducationField,FixEducationField,Base_anual_salary,FixedBase_anual_salary,HireDate,FixHireDate,Satisfaction_level,Work_remotely,Emp_Address
290,PABLO SIGUENZA,Male ,Pablo Siguenza,Technical support A,Medical,Medical,"25,165 €",25165,Sunday 14 August 2011,14/08/2011,0.82,No,"H91 GALWAY, GALWAY, IE"
291,DANIEL CUNNINGHAM,Male ,Daniel Cunningham,Technical support A,Life Sciences,Life Sciences,"25,166 €",25166,Thursday 2 September 2010,02/09/2010,0.36,No,"261  LA RIOJA, SPAIN, SP"
292,JIMMIE LEW,Male ,Jimmie Lew,Operator,Life Sciences,Life Sciences,"25,167 €",25167,Saturday 30 July 2022,30/07/2022,0.4,No,"71  PALMA, BALEARIC ISLANDS, IE"
293,DEBBIE TAM,Male ,Debbie Tam,Operator,Technical Degree,Technical Degree,"25,168 €",25168,Sunday 14 August 2011,14/08/2011,0.87,No,"T23   CORK CITY, CORK COUNTY, IE"
294,ALBERT YU,Male ,Albert Yu,Operator,Marketing,Marketing,,,Thursday 2 September 2010,02/09/2010,0.41,No,
295,MICHAEL HENNESSEY,Male ,Michael Hennessey,Manager B,Marketing,Marketing,,,Sunday 14 April 2013,14/04/2013,0.11,No,
296,BRIAN MURPHY,Male ,Brian Murphy,Manager B,Medical,Medical,,,Tuesday 10 July 2012,10/07/2012,0.1,No,
297,STEVEN WILLIAMS,Male ,Steven Williams,Commercial sales,Marketing,Marketing,,,Thursday 7 August 2014,07/08/2014,0.38,No,
298,DAVID LAZAR,Male ,David Lazar,Manager A,Life Sciences,Life Sciences,,,Thursday 11 February 2016,11/02/2016,0.39,No,
299,JOSEPHINE RAPADAS,Male ,Josephine Rapadas,Manager A,Marketing,Marketing,,,Thursday 16 March 2017,16/03/2017,0.4,No,
300,JAMES HARRIGAN,Male ,James Harrigan,Operator,Life Sciences,Life Sciences,,,Saturday 14 April 2018,14/04/2018,0.45,No,
301,JOANNE HOEPER,Male ,Joanne Hoeper,Operator,Medical,Medical,,,Monday 13 May 2019,13/05/2019,0.74,No,
302,MORGAN PETITI,Male ,Morgan Petiti,Manager A,Life Sciences,Life Sciences,,,Monday 28 June 2021,28/06/2021,0.45,No,
303,PAUL URQUIAGA,Male ,Paul Urquiaga,Manager A,Medical,Medical,,,Monday 12 January 2015,12/01/2015,0.12,No,
304,EDGAR GONZALEZ,Male ,Edgar Gonzalez,Manager A,Medical,Medical,,,Saturday 30 July 2022,30/07/2022,0.1,No,
305,DOUGLAS MCEACHERN,Male ,Douglas Mceachern,Manager A,Technical Degree,Technical Degree,,,Sunday 14 August 2011,14/08/2011,0.37,No,
306,JAY KLOO,Male ,Jay Kloo,Operator,Medical,Medical,,,Thursday 2 September 2010,02/09/2010,0.89,No,
307,WING NG,Male ,Wing Ng,Manager A,Life Sciences,Life Sciences,,,Saturday 30 July 2022,30/07/2022,0.45,No,
308,MARGARET CALLAHAN,Male ,Margaret Callahan,Administrative,Life Sciences,Life Sciences,,,Sunday 14 August 2011,14/08/2011,0.37,No,
309,JOHNSON YOU,Male ,Johnson You,Commercial sales,Life Sciences,Life Sciences,,,Thursday 2 September 2010,02/09/2010,0.11,Yes,
310,JOHN VAN KOLL,Male ,John Van Koll,Operator,Life Sciences,Life Sciences,,,Sunday 14 April 2013,14/04/2013,0.41,No,
311,DANIEL YONTS,Male ,Daniel Yonts,Manager A,Technical Degree,Technical Degree,,,Tuesday 10 July 2012,10/07/2012,0.1,No,
312,BRODERICK TOPPS,Male ,Broderick Topps,Manager A,Human Resources,Human Resources,,,Thursday 7 August 2014,07/08/2014,0.1,No,
313,DAVID THOMPSON,Male ,David Thompson,Manager A,Life Sciences,Life Sciences,,,Thursday 11 February 2016,11/02/2016,0.11,No,
314,JAMES BLAKE,Male ,James Blake,Administrative,Life Sciences,Life Sciences,,,Thursday 16 March 2017,16/03/2017,0.4,No,
315,SUSAN FERNYAK,Male ,Susan Fernyak,Operator,Life Sciences,Life Sciences,,,Saturday 14 April 2018,14/04/2018,0.41,No,
316,CLYDE CHRISTOBAL,Male ,Clyde Christobal,Technical support A,Medical,Medical,,,Monday 13 May 2019,13/05/2019,0.1,No,
317,TODD RYDSTROM,Male ,Todd Rydstrom,Technical support C,Life Sciences,Life Sciences,,,Monday 28 June 2021,28/06/2021,0.73,Yes,
318,BOND YEE,Male ,Bond Yee,Technical support A,Technical Degree,Technical Degree,,,Monday 12 January 2015,12/01/2015,0.43,No,
319,THOMAS MURPHY,Male ,Thomas Murphy,Manager A,Medical,Medical,,,Saturday 30 July 2022,30/07/2022,0.37,No,
320,GLENN ORTIZ-SCHULDT,Male ,Glenn Ortiz-Schuldt,Manager A,Life Sciences,Life Sciences,,,Sunday 14 August 2011,14/08/2011,0.11,No,
321,ANN MANNIX,Male ,Ann Mannix,Technical support A,Technical Degree,Technical Degree,,,Thursday 2 September 2010,02/09/2010,0.4,No,
322,FERDINAND MENESES,Male ,Ferdinand Meneses,Operator,Life Sciences,Life Sciences,"18,000 €",18000,Saturday 30 July 2022,30/07/2022,0.41,No,"T23   CORK CITY, CORK COUNTY, IE"
323,DANIEL COX,Male ,Daniel Cox,Manager A,Marketing,Marketing,"25,000 €",25000,Sunday 14 August 2011,14/08/2011,0.82,No,"181  GRANADA, ANDALUCIA, SP"
324,LEON KUO,Male ,Leon Kuo,Manager A,Medical,Medical,"28,000 €",28000,Thursday 2 September 2010,02/09/2010,0.61,No,"A94  DUBLIN, DUBLIN, IE"
325,ALVIN LAU,Male ,Alvin Lau,Operator,Medical,Medical,"17,000 €",17000,Sunday 14 April 2013,14/04/2013,0.11,No,"H91 GALWAY, GALWAY, IE"
326,RYAN CREAN,Male ,Ryan Crean,Operator,Medical,Medical,"18,000 €",18000,Tuesday 10 July 2012,10/07/2012,0.37,No,"261  LA RIOJA, SPAIN, SP"
327,SAMUEL NIETO,Male ,Samuel Nieto,Technical support A,Life Sciences,Life Sciences,"45,000 €",45000,Thursday 7 August 2014,07/08/2014,0.41,No,"71  PALMA, BALEARIC ISLANDS, IE"
328,JOHN NESTOR,Male ,John Nestor,Technical support A,Medical,Medical,"45,000 €",45000,Thursday 11 February 2016,11/02/2016,0.37,No,"T23   CORK CITY, CORK COUNTY, IE"
329,RUDY CASTELLANOS,Male ,Rudy Castellanos,Operator,Medical,Medical,"25,000 €",25000,Thursday 16 March 2017,16/03/2017,0.88,No,"181  GRANADA, ANDALUCIA, SP"
330,JANET HINES,Male ,Janet Hines,Manager A,Marketing,Marketing,"25,000 €",25000,Saturday 14 April 2018,14/04/2018,0.1,No,"A94  DUBLIN, DUBLIN, IE"
331,MICHAEL GONZALES,Male ,Michael Gonzales,Operator,Life Sciences,Life Sciences,"45,000 €",45000,Monday 13 May 2019,13/05/2019,0.44,No,"H91 GALWAY, GALWAY, IE"
332,JEFF IWASAKI,Male ,Jeff Iwasaki,Operator,Life Sciences,Life Sciences,"45,000 €",45000,Monday 28 June 2021,28/06/2021,0.38,No,"261  LA RIOJA, SPAIN, SP"
333,MONIQUE ZMUDA,Female,Monique Zmuda,Operator,Marketing,Marketing,"28,000 €",28000,Monday 12 January 2015,12/01/2015,0.11,No,"71  PALMA, BALEARIC ISLANDS, IE"
334,JENNIFER DEBERRY,Female,Jennifer Deberry,Operator,Life Sciences,Life Sciences,"28,000 €",28000,Saturday 30 July 2022,30/07/2022,0.09,No,"T23   CORK CITY, CORK COUNTY, IE"
335,LINDA ROSS,Female,Linda Ross,Technical support A,Life Sciences,Life Sciences,"17,000 €",17000,Sunday 14 August 2011,14/08/2011,0.45,No,"181  GRANADA, ANDALUCIA, SP"
336,ROBERT MAERZ,Female,Robert Maerz,Manager A,Other,Other,"16,000 €",16000,Thursday 2 September 2010,02/09/2010,0.1,No,"A94  DUBLIN, DUBLIN, IE"
337,DAVID PFEIFER,Female,David Pfeifer,Manager A,Medical,Medical,"25,000 €",25000,Saturday 30 July 2022,30/07/2022,0.45,No,"H91 GALWAY, GALWAY, IE"
338,MICHAEL WHOOLEY,Female,Michael Whooley,Operator,Other,Other,"25,000 €",25000,Sunday 14 August 2011,14/08/2011,0.77,No,"261  LA RIOJA, SPAIN, SP"
339,LISA GOLDEN,Female,Lisa Golden,Technical support A,Other,Other,"25,000 €",25000,Thursday 2 September 2010,02/09/2010,0.44,No,"71  PALMA, BALEARIC ISLANDS, IE"
340,PHILIP PERA,Female,Philip Pera,Operator,Marketing,Marketing,"28,000 €",28000,Sunday 14 April 2013,14/04/2013,0.39,No,"T23   CORK CITY, CORK COUNTY, IE"
341,ALEC BALMY,Female,Alec Balmy,Manager A,Marketing,Marketing,"28,000 €",28000,Tuesday 10 July 2012,10/07/2012,0.1,No,"181  GRANADA, ANDALUCIA, SP"
342,ROBERT LOPEZ,Female,Robert Lopez,Internal Support IT,Medical,Medical,"16,000 €",16000,Thursday 7 August 2014,07/08/2014,0.09,No,"A94  DUBLIN, DUBLIN, IE"
343,PETER THOSHINSKY,Female,Peter Thoshinsky,Administrative,Life Sciences,Life Sciences,"18,000 €",18000,Thursday 11 February 2016,11/02/2016,0.37,Yes,"H91 GALWAY, GALWAY, IE"
344,GREGORY CACHARELIS,Female,Gregory Cacharelis,Administrative,Medical,Medical,"16,000 €",16000,Thursday 16 March 2017,16/03/2017,0.9,No,"261  LA RIOJA, SPAIN, SP"
345,MILTON ESTES,Female,Milton Estes,Operator,Marketing,Marketing,"16,000 €",16000,Saturday 14 April 2018,14/04/2018,0.41,No,"71  PALMA, BALEARIC ISLANDS, IE"
346,RONALD PRUYN,Female,Ronald Pruyn,Technical support A,Technical Degree,Technical Degree,"31,000 €",31000,Monday 13 May 2019,13/05/2019,0.37,Yes,"T23   CORK CITY, CORK COUNTY, IE"
347,JOHN KOSTA,Female,John Kosta,Operator,Life Sciences,Life Sciences,"25,000 €",25000,Monday 28 June 2021,28/06/2021,0.1,No,"181  GRANADA, ANDALUCIA, SP"
348,PAULINE MARX,Female,Pauline Marx,Operator,Medical,Medical,"31,000 €",31000,Monday 12 January 2015,12/01/2015,0.81,No,"A94  DUBLIN, DUBLIN, IE"
349,AMY BROWN,Female,Amy Brown,Internal Support IT,Medical,Medical,"16,000 €",16000,Saturday 30 July 2022,30/07/2022,0.11,No,"H91 GALWAY, GALWAY, IE"
350,JOHN GARRITY,Female,John Garrity,Technical support A,Life Sciences,Life Sciences,"45,000 €",45000,Sunday 14 August 2011,14/08/2011,0.11,No,"261  LA RIOJA, SPAIN, SP"
351,RICKY HUI,Female,Ricky Hui,Technical support A,Life Sciences,Life Sciences,"45,000 €",45000,Thursday 2 September 2010,02/09/2010,0.4,No,"71  PALMA, BALEARIC ISLANDS, IE"
352,CATHERINE JAMES,Female,Catherine James,Manager A,Technical Degree,Technical Degree,"17,000 €",17000,Saturday 30 July 2022,30/07/2022,0.09,No,"T23   CORK CITY, CORK COUNTY, IE"
353,JAMES CALONICO,Female,James Calonico,Manager A,Medical,Medical,"28,000 €",28000,Sunday 14 August 2011,14/08/2011,0.48,No,"181  GRANADA, ANDALUCIA, SP"
354,AMEN CHOW,Female,Amen Chow,Manager A,Medical,Medical,"28,000 €",28000,Thursday 2 September 2010,02/09/2010,0.91,No,"A94  DUBLIN, DUBLIN, IE"
355,RANDY LY,Female,Randy Ly,Manager B,Medical,Medical,"18,000 €",18000,Sunday 14 April 2013,14/04/2013,0.43,Yes,"H91 GALWAY, GALWAY, IE"
356,LENORA JACOBS,Female,Lenora Jacobs,Technical support A,Technical Degree,Technical Degree,"16,000 €",16000,Tuesday 10 July 2012,10/07/2012,0.33,No,"261  LA RIOJA, SPAIN, SP"
357,ERNEST JOHNSON,Female,Ernest Johnson,Administrative,Life Sciences,Life Sciences,"31,000 €",31000,Thursday 7 August 2014,07/08/2014,0.41,Yes,"71  PALMA, BALEARIC ISLANDS, IE"
358,TERENCE OSULLIVAN,Female,Terence Osullivan,Manager A,Other,Other,"28,000 €",28000,Thursday 11 February 2016,11/02/2016,0.41,Yes,"T23   CORK CITY, CORK COUNTY, IE"
359,KEVIN KUHN,Female,Kevin Kuhn,Technical support C,Technical Degree,Technical Degree,"45,000 €",45000,Thursday 16 March 2017,16/03/2017,0.37,No,"181  GRANADA, ANDALUCIA, SP"
360,MICHAEL MOYNIHAN,Female,Michael Moynihan,Technical support C,Medical,Medical,"45,000 €",45000,Saturday 14 April 2018,14/04/2018,0.31,No,"A94  DUBLIN, DUBLIN, IE"
361,JOHN MURPHY,Female,John Murphy,Manager A,Medical,Medical,"18,000 €",18000,Monday 13 May 2019,13/05/2019,0.09,Yes,"H91 GALWAY, GALWAY, IE"
362,JOSEPH CUFF,Female,Joseph Cuff,Manager A,Medical,Medical,"16,000 €",16000,Monday 28 June 2021,28/06/2021,0.1,No,"261  LA RIOJA, SPAIN, SP"
363,GHODSI DAVARY,Female,Ghodsi Davary,Technical support A,Life Sciences,Life Sciences,"17,000 €",17000,Monday 12 January 2015,12/01/2015,0.76,No,"71  PALMA, BALEARIC ISLANDS, IE"
364,GARY CONSTANTINE,Female,Gary Constantine,Technical support C,Medical,Medical,"45,000 €",45000,Saturday 30 July 2022,30/07/2022,0.41,No,"T23   CORK CITY, CORK COUNTY, IE"
365,FLAVIA BAYATI,Female,Flavia Bayati,Technical support C,Marketing,Marketing,"45,000 €",45000,Sunday 14 August 2011,14/08/2011,0.72,No,"181  GRANADA, ANDALUCIA, SP"
366,ANTONIO SANTIAGO,Female,Antonio Santiago,Operator,Medical,Medical,"45,000 €",45000,Thursday 2 September 2010,02/09/2010,0.4,No,"A94  DUBLIN, DUBLIN, IE"
367,MICHAEL SMITH,Female,Michael Smith,Operator,Medical,Medical,"45,000 €",45000,Saturday 30 July 2022,30/07/2022,0.91,No,"H91 GALWAY, GALWAY, IE"
368,JOHN LOFTUS,Female,John Loftus,Manager A,Marketing,Marketing,"31,000 €",31000,Sunday 14 August 2011,14/08/2011,0.1,Yes,"261  LA RIOJA, SPAIN, SP"
369,DOMINIC CELAYA,Female,Dominic Celaya,Administrative,Technical Degree,Technical Degree,"17,000 €",17000,Thursday 2 September 2010,02/09/2010,0.4,No,"71  PALMA, BALEARIC ISLANDS, IE"
370,JOHN SANFORD JR,Female,John Sanford Jr,Commercial sales,Marketing,Marketing,"25,000 €",25000,Sunday 14 April 2013,14/04/2013,0.82,No,"T23   CORK CITY, CORK COUNTY, IE"
371,STEPHEN TITTEL,Female,Stephen Tittel,Manager A,Life Sciences,Life Sciences,"35,000 €",35000,Tuesday 10 July 2012,10/07/2012,0.1,No,"181  GRANADA, ANDALUCIA, SP"
372,TERESA BARRETT,Female,Teresa Barrett,Manager A,Life Sciences,Life Sciences,"35,000 €",35000,Thursday 7 August 2014,07/08/2014,0.37,No,"A94  DUBLIN, DUBLIN, IE"
373,VALERIE AGARD,Female,Valerie Agard,Commercial sales,Life Sciences,Life Sciences,"28,000 €",28000,Thursday 11 February 2016,11/02/2016,0.36,No,"H91 GALWAY, GALWAY, IE"
374,LAURENCE RAMLAN,Female,Laurence Ramlan,Commercial sales,Life Sciences,Life Sciences,"28,000 €",28000,Thursday 16 March 2017,16/03/2017,0.39,No,"261  LA RIOJA, SPAIN, SP"
375,MOHAMMED NURU,Female,Mohammed Nuru,Administrative,Medical,Medical,"25,000 €",25000,Saturday 14 April 2018,14/04/2018,0.36,No,"71  PALMA, BALEARIC ISLANDS, IE"
376,JASON PAW,Female,Jason Paw,Technical support C,Life Sciences,Life Sciences,"35,000 €",35000,Monday 13 May 2019,13/05/2019,0.86,No,"T23   CORK CITY, CORK COUNTY, IE"
377,DANIEL ARMENTA,Female,Daniel Armenta,Technical support C,Other,Other,"35,000 €",35000,Monday 28 June 2021,28/06/2021,0.73,No,"181  GRANADA, ANDALUCIA, SP"
378,MIKAIL ALI,Female,Mikail Ali,Operator,Life Sciences,Life Sciences,"17,000 €",17000,Monday 12 January 2015,12/01/2015,0.56,No,"A94  DUBLIN, DUBLIN, IE"
379,KEVIN JONES,Female,Kevin Jones,Operator,Life Sciences,Life Sciences,"28,000 €",28000,Saturday 30 July 2022,30/07/2022,0.44,No,"H91 GALWAY, GALWAY, IE"
380,KENNETH CORDERO,Female,Kenneth Cordero,Technical support A,Marketing,Marketing,"17,000 €",17000,Sunday 14 August 2011,14/08/2011,0.31,No,"261  LA RIOJA, SPAIN, SP"
381,ROBERT COLEMAN,Female,Robert Coleman,Manager A,Life Sciences,Life Sciences,"28,000 €",28000,Thursday 2 September 2010,02/09/2010,0.77,Yes,"71  PALMA, BALEARIC ISLANDS, IE"
382,TOMAS ARAGON,Female,Tomas Aragon,Commercial sales,Marketing,Marketing,"31,000 €",31000,Saturday 30 July 2022,30/07/2022,0.44,Yes,"T23   CORK CITY, CORK COUNTY, IE"
383,RAJIV BHATIA,Female,Rajiv Bhatia,Operator,Technical Degree,Technical Degree,"31,000 €",31000,Sunday 14 August 2011,14/08/2011,0.38,No,"181  GRANADA, ANDALUCIA, SP"
384,WILLIAM MCFARLAND,Female,William Mcfarland,Administrative,Technical Degree,Technical Degree,"35,000 €",35000,Thursday 2 September 2010,02/09/2010,0.45,No,"A94  DUBLIN, DUBLIN, IE"
385,MICHAEL DRENNAN,Female,Michael Drennan,Administrative,Medical,Medical,"35,000 €",35000,Sunday 14 April 2013,14/04/2013,0.38,No,"H91 GALWAY, GALWAY, IE"
386,NICOLETTE DIVECCHIO,Female,Nicolette Divecchio,Administrative,Medical,Medical,"45,000 €",45000,Tuesday 10 July 2012,10/07/2012,0.36,No,"261  LA RIOJA, SPAIN, SP"
387,DEBORAH JETER,Female,Deborah Jeter,Administrative,Technical Degree,Technical Degree,"45,000 €",45000,Thursday 7 August 2014,07/08/2014,0.75,No,"71  PALMA, BALEARIC ISLANDS, IE"
388,RICHARD ELLIOTT,Female,Richard Elliott,Manager A,Life Sciences,Life Sciences,"28,000 €",28000,Thursday 11 February 2016,11/02/2016,0.1,No,"T23   CORK CITY, CORK COUNTY, IE"
389,JIM HALL III,Female,Jim Hall Iii,Manager A,Marketing,Marketing,"28,000 €",28000,Thursday 16 March 2017,16/03/2017,0.1,No,"181  GRANADA, ANDALUCIA, SP"
390,THOMAS BUSBY,Female,Thomas Busby,Operator,Life Sciences,Life Sciences,"28,000 €",28000,Saturday 14 April 2018,14/04/2018,0.45,No,"A94  DUBLIN, DUBLIN, IE"
391,WILLIAM MULKEEN,Female,William Mulkeen,Operator,Life Sciences,Life Sciences,"28,000 €",28000,Monday 13 May 2019,13/05/2019,0.42,No,"H91 GALWAY, GALWAY, IE"
392,JENNIFER MATZ,Female,Jennifer Matz,Operator,Life Sciences,Life Sciences,"16,000 €",16000,Monday 28 June 2021,28/06/2021,0.78,No,"261  LA RIOJA, SPAIN, SP"
393,DUSTIN NOVO,Female,Dustin Novo,Operator,Medical,Medical,"25,000 €",25000,Monday 12 January 2015,12/01/2015,0.45,No,"71  PALMA, BALEARIC ISLANDS, IE"
394,DAVID HAWKINS,Female,David Hawkins,Technical support A,Medical,Medical,"28,000 €",28000,Saturday 30 July 2022,30/07/2022,0.84,No,"T23   CORK CITY, CORK COUNTY, IE"
395,JON WALTON,Female,Jon Walton,Operator,Marketing,Marketing,"25,000 €",25000,Sunday 14 August 2011,14/08/2011,0.11,No,"181  GRANADA, ANDALUCIA, SP"
396,KATHLEEN MAXWELL,Female,Kathleen Maxwell,Administrative,Medical,Medical,"31,000 €",31000,Thursday 2 September 2010,02/09/2010,0.42,No,"A94  DUBLIN, DUBLIN, IE"
397,DAVID BRIGGS,Female,David Briggs,Manager A,Medical,Medical,"25,000 €",25000,Saturday 30 July 2022,30/07/2022,0.45,No,"H91 GALWAY, GALWAY, IE"
398,CHARLIE ORKES,Female,Charlie Orkes,Administrative,Other,Other,"16,000 €",16000,Sunday 14 August 2011,14/08/2011,0.46,No,"261  LA RIOJA, SPAIN, SP"
399,HANS VIGIL,Female,Hans Vigil,Manager A,Life Sciences,Life Sciences,"25,000 €",25000,Thursday 2 September 2010,02/09/2010,0.09,No,"71  PALMA, BALEARIC ISLANDS, IE"
400,WILLIAM SIFFERMANN,Female,William Siffermann,Manager A,Medical,Medical,"18,000 €",18000,Sunday 14 April 2013,14/04/2013,0.87,No,"T23   CORK CITY, CORK COUNTY, IE"
401,MASAE KAWAMURA,Female,Masae Kawamura,Manager C,Life Sciences,Life Sciences,"25,000 €",25000,Tuesday 10 July 2012,10/07/2012,0.1,No,"181  GRANADA, ANDALUCIA, SP"
402,ROBERT KAPROSCH,Female,Robert Kaprosch,,Life Sciences,Life Sciences,"25,000 €",25000,Thursday 7 August 2014,07/08/2014,0.91,No,"A94  DUBLIN, DUBLIN, IE"
403,THOMAS CLEARY,Female,Thomas Cleary,Operator,Life Sciences,Life Sciences,"35,000 €",35000,Thursday 11 February 2016,11/02/2016,0.76,No,"H91 GALWAY, GALWAY, IE"
404,ROBERT GUILLERMO,Female,Robert Guillermo,Operator,Technical Degree,Technical Degree,"35,000 €",35000,Thursday 16 March 2017,16/03/2017,0.74,No,"261  LA RIOJA, SPAIN, SP"
405,MAMI SUZUKI-VIDALON,Female,Mami Suzuki-Vidalon,Technical support A,Marketing,Marketing,"35,000 €",35000,Saturday 14 April 2018,14/04/2018,0.92,No,"71  PALMA, BALEARIC ISLANDS, IE"
406,KAREN ROYE,Female,Karen Roye,Technical support A,Medical,Medical,"35,000 €",35000,Monday 13 May 2019,13/05/2019,0.76,No,"T23   CORK CITY, CORK COUNTY, IE"
407,JALAL AINEB,Female,Jalal Aineb,Operator,Medical,Medical,"25,000 €",25000,Monday 28 June 2021,28/06/2021,0.47,No,"181  GRANADA, ANDALUCIA, SP"
408,MICHAEL DALY,Female,Michael Daly,Operator,Medical,Medical,"25,000 €",25000,Monday 12 January 2015,12/01/2015,0.73,No,"A94  DUBLIN, DUBLIN, IE"
409,LISA HOFFMANN,Female,Lisa Hoffmann,Manager A,Life Sciences,Life Sciences,"25,000 €",25000,Saturday 30 July 2022,30/07/2022,0.09,No,"H91 GALWAY, GALWAY, IE"
410,ELIZABETH JOHNSON,Female,Elizabeth Johnson,Manager A,Life Sciences,Life Sciences,"35,000 €",35000,Sunday 14 August 2011,14/08/2011,0.91,No,"261  LA RIOJA, SPAIN, SP"
411,MARK HERNANDEZ,Female,Mark Hernandez,Manager A,Life Sciences,Life Sciences,"35,000 €",35000,Thursday 2 September 2010,02/09/2010,0.82,No,"71  PALMA, BALEARIC ISLANDS, IE"
412,MARK SOLOMON,Female,Mark Solomon,Operator,Life Sciences,Life Sciences,"16,000 €",16000,Saturday 30 July 2022,30/07/2022,0.28,No,"T23   CORK CITY, CORK COUNTY, IE"
413,JOHN BUCHANAN JR,Female,John Buchanan Jr,Manager A,Life Sciences,Life Sciences,"45,000 €",45000,Sunday 14 August 2011,14/08/2011,0.84,No,"181  GRANADA, ANDALUCIA, SP"
414,TED YAMASAKI,Female,Ted Yamasaki,Manager A,Medical,Medical,"45,000 €",45000,Thursday 2 September 2010,02/09/2010,0.45,No,"A94  DUBLIN, DUBLIN, IE"
415,DANIEL MOLLOY,Female,Daniel Molloy,Technical support C,Technical Degree,Technical Degree,"28,000 €",28000,Sunday 14 April 2013,14/04/2013,0.45,No,"H91 GALWAY, GALWAY, IE"
416,ANDY ZANOFF,Female,Andy Zanoff,Technical support C,Technical Degree,Technical Degree,,,Tuesday 10 July 2012,10/07/2012,0.91,No,"261  LA RIOJA, SPAIN, SP"
417,SHARON WOO,Female,Sharon Woo,Administrative,Marketing,Marketing,,,Thursday 7 August 2014,07/08/2014,0.42,No,"71  PALMA, BALEARIC ISLANDS, IE"
418,ERIC CRANSTON,Female,Eric Cranston,Administrative,Life Sciences,Life Sciences,"28,000 €",28000,Thursday 11 February 2016,11/02/2016,0.82,No,"T23   CORK CITY, CORK COUNTY, IE"
419,LAWRENCE NICHOLLS,Female,Lawrence Nicholls,Operator,Life Sciences,Life Sciences,"25,000 €",25000,Thursday 16 March 2017,16/03/2017,0.11,No,"181  GRANADA, ANDALUCIA, SP"
420,VINCENT PAMPANIN,Female,Vincent Pampanin,Technical support C,Life Sciences,Life Sciences,"28,000 €",28000,Saturday 14 April 2018,14/04/2018,0.42,No,"A94  DUBLIN, DUBLIN, IE"
421,ALEXIS GOLDNER,Female,Alexis Goldner,Technical support C,Life Sciences,Life Sciences,"28,000 €",28000,Monday 13 May 2019,13/05/2019,0.82,No,"H91 GALWAY, GALWAY, IE"
422,MADONNA VALENCIA,Female,Madonna Valencia,Operator,Medical,Medical,"18,000 €",18000,Monday 28 June 2021,28/06/2021,0.09,Yes,"261  LA RIOJA, SPAIN, SP"
423,MARK JOHNSON,Female,Mark Johnson,Operator,Technical Degree,Technical Degree,"28,000 €",28000,Monday 12 January 2015,12/01/2015,0.1,No,"71  PALMA, BALEARIC ISLANDS, IE"
424,BRENDAN MCGORRIN,Female,Brendan Mcgorrin,Technical support A,Technical Degree,Technical Degree,"25,000 €",25000,Saturday 30 July 2022,30/07/2022,0.86,No,"T23   CORK CITY, CORK COUNTY, IE"
425,ATTICA BOWDEN,Female,Attica Bowden,Manager A,Other,Other,"28,000 €",28000,Sunday 14 August 2011,14/08/2011,0.4,No,"181  GRANADA, ANDALUCIA, SP"
426,EHRHARDT GROOTHOFF,Female,Ehrhardt Groothoff,Manager A,Marketing,Marketing,"28,000 €",28000,Thursday 2 September 2010,02/09/2010,0.45,No,"A94  DUBLIN, DUBLIN, IE"
427,MICHAEL CONNOLLY,Female,Michael Connolly,Manager B,Life Sciences,Life Sciences,"16,000 €",16000,Saturday 30 July 2022,30/07/2022,0.42,No,"H91 GALWAY, GALWAY, IE"
428,NANCY LEW,Female,Nancy Lew,Technical support A,Medical,Medical,"31,000 €",31000,Sunday 14 August 2011,14/08/2011,0.74,No,"261  LA RIOJA, SPAIN, SP"
429,MARK SENORES,Female,Mark Senores,Technical support A,Marketing,Marketing,"28,000 €",28000,Thursday 2 September 2010,02/09/2010,0.55,No,"71  PALMA, BALEARIC ISLANDS, IE"
430,ROSEMARY LEE,Female,Rosemary Lee,Technical support A,Medical,Medical,"28,000 €",28000,Sunday 14 April 2013,14/04/2013,0.37,No,"T23   CORK CITY, CORK COUNTY, IE"
431,IVAR SATERO,Female,Ivar Satero,Manager A,Life Sciences,Life Sciences,"16,000 €",16000,Tuesday 10 July 2012,10/07/2012,0.41,No,"181  GRANADA, ANDALUCIA, SP"
432,VALERIE INOUYE,Female,Valerie Inouye,Operator,Life Sciences,Life Sciences,"28,000 €",28000,Thursday 7 August 2014,07/08/2014,0.89,No,"A94  DUBLIN, DUBLIN, IE"
433,DALE CARNES,Female,Dale Carnes,Operator,Life Sciences,Life Sciences,"28,000 €",28000,Thursday 11 February 2016,11/02/2016,0.41,No,"H91 GALWAY, GALWAY, IE"
434,VINCENT DAVIS,Female,Vincent Davis,Operator,Life Sciences,Life Sciences,"16,000 €",16000,Thursday 16 March 2017,16/03/2017,0.44,No,"261  LA RIOJA, SPAIN, SP"
435,LEONARD BROBERG,Female,Leonard Broberg,Administrative,Marketing,Marketing,"28,000 €",28000,Saturday 14 April 2018,14/04/2018,0.87,No,"71  PALMA, BALEARIC ISLANDS, IE"
436,FUAD SWEISS,Female,Fuad Sweiss,Administrative,Life Sciences,Life Sciences,"28,000 €",28000,Monday 13 May 2019,13/05/2019,0.1,No,"T23   CORK CITY, CORK COUNTY, IE"
437,WILLIAM MCFARLAND,Female,William Mcfarland,Commercial sales,Medical,Medical,"16,000 €",16000,Monday 28 June 2021,28/06/2021,0.41,No,"181  GRANADA, ANDALUCIA, SP"
438,MARTIN HALLORAN,Female,Martin Halloran,Manager A,Medical,Medical,"28,000 €",28000,Monday 12 January 2015,12/01/2015,0.11,No,"A94  DUBLIN, DUBLIN, IE"
